time_from_display_ms,sample_ms_1based,item,type,cond,block,time,xp,yp,ps,who,agent,patient,ms,rev_ms,time_bin50,a_prop_50,p_prop_50,time_bin20,a_prop_20,p_prop_20,time_bin50_neg,a_prop_50n,p_prop_50n,time_bin20_neg,a_prop_20n,p_prop_20n,ppt_id,rep,wo,sol,time_start,time_end,tw,ppt.no
0,1,10,pass,A,37,1449669,873.6,454.5,726,a,1,0,1,5332,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
1,2,10,pass,A,37,1449670,873.2,453.6,723,a,1,0,2,5331,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
2,3,10,pass,A,37,1449671,873.1,452.6,722,a,1,0,3,5330,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
3,4,10,pass,A,37,1449672,873,451.4,721,a,1,0,4,5329,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
4,5,10,pass,A,37,1449673,872.9,450.2,721,a,1,0,5,5328,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
5,6,10,pass,A,37,1449674,873.7,449.6,720,a,1,0,6,5327,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
6,7,10,pass,A,37,1449675,874.4,449.2,720,a,1,0,7,5326,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
7,8,10,pass,A,37,1449676,875.2,448.7,719,a,1,0,8,5325,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
8,9,10,pass,A,37,1449677,875.5,448.8,719,a,1,0,9,5324,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
9,10,10,pass,A,37,1449678,876,448.6,720,a,1,0,10,5323,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
10,11,10,pass,A,37,1449679,876.6,447.7,720,a,1,0,11,5322,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
11,12,10,pass,A,37,1449680,876.7,446.8,720,a,1,0,12,5321,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
12,13,10,pass,A,37,1449681,876.8,445.4,720,a,1,0,13,5320,0,1,0,0,1,0,106,1,0,266,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
13,14,10,pass,A,37,1449682,876.6,444.6,724,a,1,0,14,5319,0,1,0,0,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
14,15,10,pass,A,37,1449683,875.8,443.9,728,a,1,0,15,5318,0,1,0,0,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
15,16,10,pass,A,37,1449684,875.1,443.8,731,a,1,0,16,5317,0,1,0,0,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
16,17,10,pass,A,37,1449685,874.4,443.8,731,a,1,0,17,5316,0,1,0,0,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
17,18,10,pass,A,37,1449686,874.5,443.9,730,a,1,0,18,5315,0,1,0,0,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
18,19,10,pass,A,37,1449687,874.6,444.2,731,a,1,0,19,5314,0,1,0,0,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
19,20,10,pass,A,37,1449688,874.9,444.8,731,a,1,0,20,5313,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
20,21,10,pass,A,37,1449689,875.6,445.2,732,a,1,0,21,5312,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
21,22,10,pass,A,37,1449690,876.2,445.5,732,a,1,0,22,5311,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
22,23,10,pass,A,37,1449691,876.7,445.5,733,a,1,0,23,5310,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
23,24,10,pass,A,37,1449692,876.5,445.8,734,a,1,0,24,5309,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
24,25,10,pass,A,37,1449693,876.1,446.1,734,a,1,0,25,5308,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
25,26,10,pass,A,37,1449694,875.7,446.3,734,a,1,0,26,5307,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
26,27,10,pass,A,37,1449695,875.4,446.1,735,a,1,0,27,5306,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
27,28,10,pass,A,37,1449696,875.4,445.9,735,a,1,0,28,5305,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
28,29,10,pass,A,37,1449697,875.3,445.9,734,a,1,0,29,5304,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
29,30,10,pass,A,37,1449698,875.3,446.1,734,a,1,0,30,5303,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
30,31,10,pass,A,37,1449699,875.4,444.6,734,a,1,0,31,5302,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
31,32,10,pass,A,37,1449700,875.8,441.9,733,a,1,0,32,5301,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
32,33,10,pass,A,37,1449701,876.1,439.2,733,a,1,0,33,5300,0,1,0,1,1,0,106,1,0,265,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
33,34,10,pass,A,37,1449702,876.2,438.2,732,a,1,0,34,5299,0,1,0,1,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
34,35,10,pass,A,37,1449703,875.6,438.2,731,a,1,0,35,5298,0,1,0,1,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
35,36,10,pass,A,37,1449704,875.1,438.1,729,a,1,0,36,5297,0,1,0,1,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
36,37,10,pass,A,37,1449705,874.8,437.9,728,a,1,0,37,5296,0,1,0,1,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
37,38,10,pass,A,37,1449706,875.1,437.7,727,a,1,0,38,5295,0,1,0,1,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
38,39,10,pass,A,37,1449707,874.9,437.6,727,a,1,0,39,5294,0,1,0,1,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
39,40,10,pass,A,37,1449708,874.4,436.4,726,a,1,0,40,5293,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
40,41,10,pass,A,37,1449709,873.8,435.2,725,a,1,0,41,5292,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
41,42,10,pass,A,37,1449710,873.6,433.8,725,a,1,0,42,5291,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
42,43,10,pass,A,37,1449711,873.3,433.5,727,a,1,0,43,5290,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
43,44,10,pass,A,37,1449712,873.5,432.2,728,a,1,0,44,5289,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
44,45,10,pass,A,37,1449713,873.7,431,728,a,1,0,45,5288,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
45,46,10,pass,A,37,1449714,873.6,429.8,726,a,1,0,46,5287,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
46,47,10,pass,A,37,1449715,873.2,429.6,725,a,1,0,47,5286,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
47,48,10,pass,A,37,1449716,872.9,428,725,a,1,0,48,5285,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
48,49,10,pass,A,37,1449717,873,426.5,725,a,1,0,49,5284,0,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
49,50,10,pass,A,37,1449718,873,425.4,723,a,1,0,50,5283,1,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
50,51,10,pass,A,37,1449719,872.9,425.6,722,a,1,0,51,5282,1,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
51,52,10,pass,A,37,1449720,872.9,425.9,720,a,1,0,52,5281,1,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
52,53,10,pass,A,37,1449721,872.8,427,720,a,1,0,53,5280,1,1,0,2,1,0,105,1,0,264,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
53,54,10,pass,A,37,1449722,872.6,428,721,a,1,0,54,5279,1,1,0,2,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
54,55,10,pass,A,37,1449723,872.4,428.7,721,a,1,0,55,5278,1,1,0,2,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
55,56,10,pass,A,37,1449724,872.2,428,720,a,1,0,56,5277,1,1,0,2,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
56,57,10,pass,A,37,1449725,872.1,427.4,719,a,1,0,57,5276,1,1,0,2,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
57,58,10,pass,A,37,1449726,872,427.1,719,a,1,0,58,5275,1,1,0,2,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
58,59,10,pass,A,37,1449727,872,427.2,718,a,1,0,59,5274,1,1,0,2,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
59,60,10,pass,A,37,1449728,871.3,427.2,719,a,1,0,60,5273,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
60,61,10,pass,A,37,1449729,870.2,426.1,719,a,1,0,61,5272,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
61,62,10,pass,A,37,1449730,869.2,425,719,a,1,0,62,5271,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
62,63,10,pass,A,37,1449731,869.1,423.9,719,a,1,0,63,5270,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
63,64,10,pass,A,37,1449732,869.5,424.1,718,a,1,0,64,5269,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
64,65,10,pass,A,37,1449733,870.7,423.9,718,a,1,0,65,5268,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
65,66,10,pass,A,37,1449734,871.7,423.7,717,a,1,0,66,5267,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
66,67,10,pass,A,37,1449735,872.3,423.7,717,a,1,0,67,5266,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
67,68,10,pass,A,37,1449736,872,423.8,717,a,1,0,68,5265,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
68,69,10,pass,A,37,1449737,871.7,424,719,a,1,0,69,5264,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
69,70,10,pass,A,37,1449738,871.6,424.3,720,a,1,0,70,5263,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
70,71,10,pass,A,37,1449739,871.5,424.6,721,a,1,0,71,5262,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
71,72,10,pass,A,37,1449740,870.9,424.4,721,a,1,0,72,5261,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
72,73,10,pass,A,37,1449741,870.2,423.5,720,a,1,0,73,5260,1,1,0,3,1,0,105,1,0,263,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
73,74,10,pass,A,37,1449742,869.7,421.5,720,a,1,0,74,5259,1,1,0,3,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
74,75,10,pass,A,37,1449743,869.9,419.8,720,a,1,0,75,5258,1,1,0,3,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
75,76,10,pass,A,37,1449744,870,418.2,720,a,1,0,76,5257,1,1,0,3,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
76,77,10,pass,A,37,1449745,870.5,416.8,721,a,1,0,77,5256,1,1,0,3,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
77,78,10,pass,A,37,1449746,871,415.6,720,a,1,0,78,5255,1,1,0,3,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
78,79,10,pass,A,37,1449747,871.5,414.6,719,a,1,0,79,5254,1,1,0,3,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
79,80,10,pass,A,37,1449748,871.5,415.7,717,a,1,0,80,5253,1,1,0,4,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
80,81,10,pass,A,37,1449749,871.4,416.8,716,a,1,0,81,5252,1,1,0,4,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
81,82,10,pass,A,37,1449750,871.4,417.8,715,a,1,0,82,5251,1,1,0,4,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
82,83,10,pass,A,37,1449751,871.2,417.8,715,a,1,0,83,5250,1,1,0,4,1,0,105,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
83,84,10,pass,A,37,1449752,871,417.8,717,a,1,0,84,5249,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
84,85,10,pass,A,37,1449753,870.8,417.9,720,a,1,0,85,5248,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
85,86,10,pass,A,37,1449754,870.8,418,722,a,1,0,86,5247,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
86,87,10,pass,A,37,1449755,870.7,418.2,720,a,1,0,87,5246,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
87,88,10,pass,A,37,1449756,870.1,418.4,718,a,1,0,88,5245,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
88,89,10,pass,A,37,1449757,869.7,418.4,717,a,1,0,89,5244,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
89,90,10,pass,A,37,1449758,869.5,418.4,717,a,1,0,90,5243,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
90,91,10,pass,A,37,1449759,869.4,418.4,718,a,1,0,91,5242,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
91,92,10,pass,A,37,1449760,869.2,417.4,718,a,1,0,92,5241,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
92,93,10,pass,A,37,1449761,869.7,416.4,719,a,1,0,93,5240,1,1,0,4,1,0,104,1,0,262,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
93,94,10,pass,A,37,1449762,870.4,414.7,719,a,1,0,94,5239,1,1,0,4,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
94,95,10,pass,A,37,1449763,871.3,414.2,717,a,1,0,95,5238,1,1,0,4,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
95,96,10,pass,A,37,1449764,871.4,413.6,715,a,1,0,96,5237,1,1,0,4,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
96,97,10,pass,A,37,1449765,870.3,413.6,713,a,1,0,97,5236,1,1,0,4,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
97,98,10,pass,A,37,1449766,869,413.6,713,a,1,0,98,5235,1,1,0,4,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
98,99,10,pass,A,37,1449767,867.9,413.4,713,a,1,0,99,5234,1,1,0,4,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
99,100,10,pass,A,37,1449768,868.2,413.2,713,a,1,0,100,5233,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,0,11
100,101,10,pass,A,37,1449769,868.3,412.9,713,a,1,0,101,5232,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
101,102,10,pass,A,37,1449770,868.3,412.6,714,a,1,0,102,5231,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
102,103,10,pass,A,37,1449771,868.2,412.5,715,a,1,0,103,5230,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
103,104,10,pass,A,37,1449772,868.5,411.2,716,a,1,0,104,5229,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
104,105,10,pass,A,37,1449773,868.7,409.8,716,a,1,0,105,5228,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
105,106,10,pass,A,37,1449774,869,408.6,716,a,1,0,106,5227,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
106,107,10,pass,A,37,1449775,869.2,408.5,717,a,1,0,107,5226,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
107,108,10,pass,A,37,1449776,869.3,408.4,717,a,1,0,108,5225,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
108,109,10,pass,A,37,1449777,869.3,408.8,717,a,1,0,109,5224,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
109,110,10,pass,A,37,1449778,869.2,410.2,717,a,1,0,110,5223,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
110,111,10,pass,A,37,1449779,869.1,411.7,716,a,1,0,111,5222,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
111,112,10,pass,A,37,1449780,869,412.9,715,a,1,0,112,5221,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
112,113,10,pass,A,37,1449781,868.9,413.2,714,a,1,0,113,5220,2,1,0,5,1,0,104,1,0,261,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
113,114,10,pass,A,37,1449782,868.6,413.8,717,a,1,0,114,5219,2,1,0,5,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
114,115,10,pass,A,37,1449783,868.4,414.4,721,a,1,0,115,5218,2,1,0,5,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
115,116,10,pass,A,37,1449784,869.3,415,725,a,1,0,116,5217,2,1,0,5,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
116,117,10,pass,A,37,1449785,870.3,415.2,725,a,1,0,117,5216,2,1,0,5,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
117,118,10,pass,A,37,1449786,870.7,415,725,a,1,0,118,5215,2,1,0,5,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
118,119,10,pass,A,37,1449787,870.2,414,724,a,1,0,119,5214,2,1,0,5,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
119,120,10,pass,A,37,1449788,868.7,412.5,721,a,1,0,120,5213,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
120,121,10,pass,A,37,1449789,867.7,411.3,719,a,1,0,121,5212,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
121,122,10,pass,A,37,1449790,865.7,410.7,717,a,1,0,122,5211,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
122,123,10,pass,A,37,1449791,864.7,411.2,715,a,1,0,123,5210,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
123,124,10,pass,A,37,1449792,863.7,411.7,713,a,1,0,124,5209,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
124,125,10,pass,A,37,1449793,863.7,410.4,711,a,1,0,125,5208,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
125,126,10,pass,A,37,1449794,863.8,408,710,a,1,0,126,5207,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
126,127,10,pass,A,37,1449795,863.9,405.6,707,a,1,0,127,5206,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
127,128,10,pass,A,37,1449796,863.8,404.9,705,a,1,0,128,5205,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
128,129,10,pass,A,37,1449797,863.7,405,703,a,1,0,129,5204,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
129,130,10,pass,A,37,1449798,863.7,405.1,703,a,1,0,130,5203,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
130,131,10,pass,A,37,1449799,863.6,404.7,703,a,1,0,131,5202,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
131,132,10,pass,A,37,1449800,863.6,404.1,703,a,1,0,132,5201,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
132,133,10,pass,A,37,1449801,863.6,403.4,704,a,1,0,133,5200,2,1,0,6,1,0,104,1,0,260,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
133,134,10,pass,A,37,1449802,863.5,403.2,705,a,1,0,134,5199,2,1,0,6,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
134,135,10,pass,A,37,1449803,863.2,403.1,706,a,1,0,135,5198,2,1,0,6,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
135,136,10,pass,A,37,1449804,863,402.6,705,a,1,0,136,5197,2,1,0,6,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
136,137,10,pass,A,37,1449805,862.8,401.6,705,a,1,0,137,5196,2,1,0,6,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
137,138,10,pass,A,37,1449806,862.7,400.6,705,a,1,0,138,5195,2,1,0,6,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
138,139,10,pass,A,37,1449807,862.4,402.2,705,a,1,0,139,5194,2,1,0,6,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
139,140,10,pass,A,37,1449808,862.3,404.6,706,a,1,0,140,5193,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
140,141,10,pass,A,37,1449809,862.8,406.9,706,a,1,0,141,5192,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
141,142,10,pass,A,37,1449810,863.3,407.4,707,a,1,0,142,5191,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
142,143,10,pass,A,37,1449811,864.5,407.6,707,a,1,0,143,5190,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
143,144,10,pass,A,37,1449812,865.2,407.8,707,a,1,0,144,5189,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
144,145,10,pass,A,37,1449813,866.2,408.3,707,a,1,0,145,5188,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
145,146,10,pass,A,37,1449814,866.3,408.7,707,a,1,0,146,5187,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
146,147,10,pass,A,37,1449815,866.4,409,707,a,1,0,147,5186,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
147,148,10,pass,A,37,1449816,866.4,409.1,708,a,1,0,148,5185,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
148,149,10,pass,A,37,1449817,866.5,409,708,a,1,0,149,5184,2,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
149,150,10,pass,A,37,1449818,866.8,408.7,709,a,1,0,150,5183,3,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
150,151,10,pass,A,37,1449819,866.9,407.5,710,a,1,0,151,5182,3,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
151,152,10,pass,A,37,1449820,866.3,406.1,711,a,1,0,152,5181,3,1,0,7,1,0,103,1,0,259,1,0,SLT_a1,ok,PVA,5331,1449669,1455000,1,11
